epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,910.041,1.61314,0.79944,0.88946,0.82501,0.88694,0.8881,0.46815,1.63602,0.84927,0.85282,0.0001883,0.0001883,0.0001883
185,914.478,1.63898,0.81462,0.90818,0.83696,0.88119,0.88978,0.46325,1.6925,0.84367,0.85373,0.0001784,0.0001784,0.0001784
186,921.109,1.64358,0.84952,0.87987,0.84139,0.90099,0.89515,0.47853,1.63574,0.82971,0.84554,0.0001685,0.0001685,0.0001685
187,927.712,1.56052,0.79126,0.88816,0.86266,0.87065,0.89847,0.48889,1.6266,0.83227,0.84699,0.0001586,0.0001586,0.0001586
188,934.589,1.64116,0.84412,0.88541,0.84813,0.8847,0.89964,0.48176,1.6556,0.82558,0.84994,0.0001487,0.0001487,0.0001487
189,940.999,1.63066,0.84107,0.88316,0.88866,0.86932,0.90544,0.49212,1.62529,0.83375,0.8402,0.0001388,0.0001388,0.0001388
190,947.447,1.57629,0.78284,0.87787,0.87141,0.87225,0.9013,0.48047,1.65343,0.82117,0.84209,0.0001289,0.0001289,0.0001289
191,954.262,1.63865,0.88948,0.91003,0.89502,0.84158,0.89541,0.49108,1.6599,0.84583,0.84609,0.000119,0.000119,0.000119
192,958.604,1.63212,0.85303,0.90105,0.86386,0.87955,0.89499,0.49519,1.64832,0.84422,0.84588,0.0001091,0.0001091,0.0001091
193,962.906,1.62687,0.8499,0.88851,0.84111,0.86139,0.87916,0.47507,1.67817,0.86376,0.85588,9.92e-05,9.92e-05,9.92e-05
194,967.274,1.59696,0.82038,0.91231,0.8968,0.86039,0.88316,0.49722,1.66575,0.84081,0.86244,8.93e-05,8.93e-05,8.93e-05
195,971.49,1.6377,0.79963,0.91171,0.91401,0.84189,0.89255,0.50028,1.66134,0.83335,0.85491,7.94e-05,7.94e-05,7.94e-05
196,975.869,1.6484,0.85279,0.89172,0.89472,0.84141,0.87911,0.48987,1.67338,0.85859,0.85722,6.95e-05,6.95e-05,6.95e-05
197,980.126,1.56401,0.77119,0.89994,0.87306,0.84158,0.8786,0.47047,1.6703,0.86751,0.86011,5.96e-05,5.96e-05,5.96e-05
198,985.84,1.58017,0.75915,0.90481,0.87664,0.84158,0.87551,0.47397,1.66293,0.83564,0.85253,4.97e-05,4.97e-05,4.97e-05
199,992.114,1.60612,0.82417,0.91859,0.90866,0.85149,0.8928,0.49446,1.63403,0.82746,0.8492,3.98e-05,3.98e-05,3.98e-05
200,997.558,1.59778,0.81617,0.91085,0.90939,0.85149,0.89308,0.49968,1.65277,0.83028,0.85264,2.99e-05,2.99e-05,2.99e-05
