langle,rangle,lsangle,rsangle,lhangle,rhangle,lkangle,rkangle,class
114.8787476,126.9446742,17.66210576,18.37915827,176.1154186,177.2984509,171.7154765,177.6667353,3
97.48790971,133.2914212,19.55706339,10.97013567,169.4321148,153.9925742,173.9853804,165.8597063,3
128.3115325,120.0050212,12.52733868,14.15691367,170.3970509,174.0002921,172.5062667,178.826695,3
81.42355529,123.7883978,9.503168134,19.72304288,174.0271883,177.6531415,174.0051369,177.1267629,3
33.80543346,127.9878842,10.80000705,14.04287376,129.6972431,168.1609709,139.3116366,176.358591,3
104.1513258,124.3577593,12.41234814,17.59728664,167.2862737,141.9453552,168.8871126,156.1247944,3
73.05403373,75.8373824,10.73539383,0.394311489,142.764763,170.6312399,153.636597,175.4047054,3
131.2725214,31.3274929,10.57806943,12.09389277,160.2509756,165.6863051,174.799469,176.1806747,3
59.69859846,87.1108112,3.920426702,10.03686069,162.7272373,162.2577524,177.9248958,178.4493451,3
84.61246998,176.6764243,7.919354782,8.183281413,176.0160879,162.2045266,173.3731415,162.2813085,3
94.02464676,119.4898679,12.82233058,27.41018246,165.8797209,161.5191842,168.5437593,177.7436291,3
