langle,rangle,lsangle,rsangle,lhangle,rhangle,lkangle,rkangle
128.40368816627213,143.5677758086658,77.1242973963611,42.37009097129548,149.29015988343284,164.1360699305316,138.92471565600584,153.09712792063164
